ORA-00000    성공적인 정상 종료입니다.
ORA-07275 프로세스로 시그널을 송신할 수 없습니다.
ORA-07276 spdba: /etc/group내에 dba 그룹이 없습니다.
ORA-07277 spdde: 부당한 pid가 인수로 넘겨졌습니다.
ORA-07278 splon: ops$username이 버퍼길이를 초과했습니다.
ORA-07279 spcre: semget오류, 최초의 세마포 세트를 얻을 수 없습니다.
ORA-07280 soarch: 화일 대 화일 복사를 위한 임시 버퍼의 malloc에 실패했습니다.
ORA-07281 soarch: 인터럽트가 발생했습니다.
ORA-07282 soaprd: 스트링 오버플로우
ORA-07283 soaprd: 아카이브 수신지에 대한 볼륨 크기가 부적절합니다.
ORA-07284 soaprd: 볼륨크기 지정이 적절하게 종료되지 않았습니다.
ORA-07285 soaprd: 디스크 화일에 대해서는 볼륨크기를 지정할 수 없습니다.
ORA-07286 soagdi: 디바이스 정보를 획득할 수 없습니다.
ORA-07287 soagdi: 로그 아카이브를 할 수 없는 디바이스입니다.
ORA-07288 soabfn: 화일명 구성시 스트링 오버플로우입니다.
ORA-07289 soafls: 테이프로의 기록에 실패했습니다.
ORA-07290 soagdi: 아카이브를 위해 지정된 디렉토리가 없습니다.
ORA-07292 soaotp: 로그 화일에 부합되기에는 화일이 너무 작습니다.
ORA-07293 soaotp: 현재의 테이프 볼륨을 열 수 없습니다.
ORA-07294 soaotp: 테이프 기록을 위한 버퍼를 할당할 수 없습니다.
ORA-07295 soaotp: 로그 화일의 상태를 발견할 수 없습니다.
ORA-07296 soaotp: lseek 오류, 로그 화일의 시작을 찾을 수 없습니다.
ORA-07297 soaotp: read 오류, 헤더 블록을 읽을 수 없습니다.
ORA-07298 soacls: 이미 닫힌 화일을 닫으려했습니다.
ORA-07299 soacls: 테이프 디바이스의 닫기 실패
ORA-07300 smscre: ?/dbs/sgadef.dbf 화일의 확장시 변환오류입니다.
ORA-07301 smscre: sga 생성시 ?/dbs/sgadef@.dbf 화일이 이미 존재합니다.
ORA-07302 smscre: ?/dbs/sgadef@.dbf의 생성에 실패했습니다.
ORA-07303 smscre: 부당한 데이타베이스 버퍼 크기입니다.
ORA-07304 smscre: 부당한 재실행 버퍼 크기입니다.
ORA-07305 sms1sg: sga 생성시 ftok 오류
ORA-07306 sms1sg: shmget 오류, 공유메모리 세그먼트를 획득할 수 없습니다.
ORA-07307 sms1sg: shmat 오류, sga를 첨부할 수 없습니다.
ORA-07308 smscre: ?/dbs/sgadef@.dbf 화일에 기록시 기록오류가 발생했습니다.
ORA-07309 smscre: close 오류, ?/dbs/sgadef@.dbf 화일을 닫을 수 없습니다.
ORA-07310 smscre: sga를 읽을 수 없습니다.
ORA-07311 smsdes: sgadef.dbf 화일명의 이름변환 오류.
ORA-07312 smsdes: 열기 오류, sgadef.dbf 화일을 열 수 없습니다.
ORA-07313 smsdes: 읽기 오류, sgadef.dbf 화일을 읽을 수 없습니다.
ORA-07314 smsdes: 공유메모리 파기 시도시 shmctl 오류가 발생했습니다.
ORA-07315 smsdes: 닫기 오류, sgadef.dbf 화일을 닫을 수 없습니다.
ORA-07316 smsdes: unlink 오류, sgadef.dbf 파기할 수 없습니다.
ORA-07317 smsget: sgadef.dbf 화일명의 확장시 변환 오류가 발생했습니다.
ORA-07318 smsget: sgadef.dbf 화일의 개방 오류
ORA-07319 smsget: sgadef.dbf 읽기 오류
ORA-07320 smsget: sga의 첨부 시도중 shmat 오류가 발생했습니다.
ORA-07321 smsget: shmat 오류, 요구된 번지로 sga를 첨부할 수 없습니다.
ORA-07322 smsget: 닫기 오류, sgadef.dbf 화일을 닫을 수 없습니다.
ORA-07323 smsfre: shmdt 오류, sga를 지울 수 없습니다.
ORA-07324 smpall: pga 할당시 malloc 오류가 발생했습니다.
ORA-07325 smsacx: 문맥 영역 할당시 malloc 오류가 발생했습니다.
ORA-07326 smsfre: 매핑되지 않은 SGA를 해제하려 했습니다.
ORA-07327 smpdal: 매핑되지 않은 PGA를 파기하려 했습니다.
ORA-07328 smsmax: 세그먼트에 대한 최대 크기를 추정할 수 없습니다.
ORA-07329 smscsg: 너무 많은 공유메모리 세그먼트입니다.
ORA-07330 smsnsg: SGA의 고정영역을 할당할 수 없습니다.
ORA-07331 smsnsg: SGA의 가변영역을 할당할 수 없습니다.
ORA-07332 smsnsg: 재실행 버퍼를 할당할 수 없습니다.
ORA-07333 smsnsg: 데이타베이스 버퍼를 할당할 수 없습니다.
ORA-07334 smsnsg: 너무 많은 공유메모리 세그먼트입니다.
ORA-07335 smsmat: sga 생성시 ftok 오류
ORA-07336 smsmat: shmget 오류, 공유메모리 세그먼트를 얻을 수 없습니다.
ORA-07337 smsmat: shmat 오류, sga를 첨부할 수 없습니다.
ORA-07338 smscre: sga 화일의 존재여부를 테스트할 수 없습니다.
ORA-07339 spcre: 세마포 세트의 최대수를 초과했습니다.
ORA-07340 sfccf: fstat 오류, 화일 상태를 획득할 수 없습니다.
ORA-07341 sfsrd: 부당한 블록 번호입니다.
ORA-07342 sfsrd: lseek 오류, 요구된 블록을 찾을 수 없습니다.
ORA-07343 sfsrd: read 오류, 요구된 블록을 찾을 수 없습니다.
ORA-07344 sfsrd: 함수가 잘못된 인수로 요구되었습니다.
ORA-07347 sfsrd: 용도를 실험에 대한 모의 오류입니다.
ORA-07350 sfccf: 논리 블록크기가 부당합니다.
ORA-07351 sfccf: malloc 오류, 기록 버퍼를 할당할 수 없습니다.
ORA-07352 sfccf: create 오류, 화일을 생성할 수 없습니다.
ORA-07353 sfccf: close 오류, 화일을 닫을 수 없습니다.
ORA-07354 sfccf: open 오류, 화일을 열 수 없습니다.
ORA-07355 sfccf: fstat 오류, 화일 상태를 획득할 수 없습니다.
ORA-07356 sfccf: lseek 오류, 화일의 시작위치를 찾을 수 없습니다.
ORA-07357 sfccf: 기록 오류, 데이타베이스 헤더블록에 기록할 수 없습니다.
ORA-07358 sfccf: 기록 오류, 화일에 기록할 수 없습니다.
ORA-07359 sfifi: 부당한 논리 블록크기
ORA-07360 sfifi: stat 오류, 화일에 대한 정보를 얻을 수 없습니다.
ORA-07361 sfifi: malloc 오류, 헤더블록에 대한 버퍼를 할당할 수 없습니다.
ORA-07362 sfifi: 열기 오류, 화일을 열 수 없습니다.
ORA-07363 sfifi: lseek 오류, 화일의 시작위치를 찾을 수 없습니다.
ORA-07364 sfifi: 읽기 오류, 헤더블록을 읽을 수 없습니다.
ORA-07365 sfifi: 닫기 오류
ORA-07366 sfifi: 유효하지 않은 화일, 화일이 정당한 헤더블록을 가지지 않습니다.
ORA-07367 sfifi: 논리블록 크기가 일치하지 않습니다.
ORA-07368 sfofi: 열기 오류, 화일을 열 수가 없습니다.
ORA-07369 sfcfi: 닫기 오류, 데이타베이스 화일을 닫을 수 없습니다.
ORA-07370 sfrfb: 부당한 블록 번호
ORA-07371 sfrfb: lseek 오류, 요구된 블록을 찾을 수 없습니다.
ORA-07372 sfrfb: 읽기 오류, 요구된 블록을 데이타베이스 화일에서 읽을 수 없습니다.
ORA-07373 sfrfb: 읽기시 잘못된 수의 바이트가 리턴되었습니다.
ORA-07374 sfwfb: 부당한 블록 번호
ORA-07375 sfwfb: lseek 오류, 요구된 블록을 찾을 수 없습니다.
ORA-07376 sfwfb: 기록 오류, 데이타베이스 블록에 기록할 수 없습니다.
ORA-07377 sfwfb: 쓰기시 잘못된 수의 바이트가 리턴되었습니다.
ORA-07378 sfcmf: 변환 오류, 화일명을 확장할 수 없습니다.
ORA-07379 sfcmf: 새로운 화일이 존재합니다.
ORA-07380 sfcmf: 변환 오류, 기존의 화일명을 확장할 수 없습니다.
ORA-07381 sfccf: 변환 오류, 화일명을 확장할 수 없습니다.
ORA-07382 sfifi: 변환 오류, 화일명을 확장할 수 없습니다.
ORA-07383 sfgfs: 함수가 잘못된 인수로 요구되었습니다.
ORA-07384 sfgfn: 함수가 잘못된 인수로 요구되었습니다.
ORA-07385 sfcfi: 함수가 잘못된 인수로 요구되었습니다.
ORA-07386 sfrfb: 함수가 잘못된 인수로 요구되었습니다.
ORA-07387 sfwfb: 함수가 잘못된 인수로 요구되었습니다.
ORA-07388 sfccf: 재사용이 지정되었으나 화일이 존재하지 않습니다.
ORA-07389 sfccf: 열기 오류, 재사용하기 위해 화일을 열 수 없습니다.
ORA-07390 sftopn: 변환 오류, 화일명을 변환할 수 없습니다.
ORA-07391 sftopn: fopen 오류, 텍스트 화일을 열 수 없습니다.
ORA-07392 sftcls: fclose 오류, 텍스트 화일을 닫을 수 없습니다.
ORA-07393 sfccf: 화일 불일치, 다른크기의 화일을 재사용하려 했습니다.
ORA-07394 sfccf: 화일 불일치, 다른 블록크기의 화일을 재사용하려 했습니다.
ORA-07395 sfccf: 부당한 옵션으로 화일이 재사용되었습니다.
ORA-07396 sfccf: lseek 오류, 재사용 화일의 시작위치를 찾을 수 없습니다.
ORA-07397 sfccf: 읽기 오류, 화일의 헤더블록을 읽을 수 없습니다.
ORA-07398 sfccf: 부당한 헤더 정보, 화일이 정당한 데이타베이스 화일이 아닙니다.
ORA-07399 sfccf: 화일이 존재합니다.
ORA-07400 slemtr: 메시지 화일의 변환명이 너무 깁니다.
ORA-07401 sptrap: 사용자의 예외 처리기를 복원할 수 없습니다.
ORA-07402 sprst: 사용자의 신호 처리기를 복원할 수 없습니다.
ORA-07403 sfanfy: db_writers 파라미터가 정당하지 않습니다.
ORA-07404 sfareq: 요구가 종료하기를 기다리는 동안 타임아웃 됐습니다.
ORA-07405 sfcfi: 데이타베이스 기록자중 하나에서 닫기실패
ORA-07406 slbtpd: 부당한 번호입니다.
ORA-07407 slbtpd: 부당한 지수입니다.
ORA-07408 slbtpd: 팩형 십진수로 변환시 오버플로우
ORA-07409 slpdtb: 잘못된 팩형 십진수
ORA-07410 slpdtb: 제공된 버퍼에 비해 수치가 너무 큽니다.
ORA-07411 slgfn: 제공된 버퍼에 비해 패스명이 너무 깁니다.
ORA-07412 sfaslv: 비동기 기록 배열 엔트리의 획득오류
ORA-07413 sfcopy: 원천과 수신 논리블록 크기가 일치하지 않습니다.
ORA-07414 sfcopy: 메모리 버퍼의 할당실패
ORA-07415 slpath: 메모리 버퍼의 할당실패
ORA-07416 slpath: 패스명의 구성실패; 결과 버퍼 영역이 부족합니다.
ORA-07417 sfareq: 하나 이상의 데이타베이스 기록자가 가동중이 아닙니다.
ORA-07418 sfareq: 데이타베이스 기록자가 timing 함수내에 오류를 가집니다.
ORA-07419 sfareq: 데이타베이스 기록자가 timing 함수내에 오류를 가집니다.
ORA-07420 sfccf: 부당한 화일형니다.
ORA-07421 sfcopy: 복제시 원본 화일의 읽기에 실패했습니다.
ORA-07422 sfcopy: 복제시 수신 화일의 쓰기에 실패했습니다.
ORA-07423 sfrfb: 버퍼가 적절하게 정렬(align)되지 않아서 읽기에 실패했습니다.
ORA-07424 sfwfb: 버퍼가 적절하게 정렬(align)되지 않아서 쓰기에 실패했습니다.
ORA-07425 sdpri: dump 화일 위치 해석시 오류 %s가 발생했습니다.
ORA-07426 spstp: dbs 디렉토리의 위치를 찾을 수 없습니다.
ORA-07427 spstp: dbs로 디렉토리를 변경할 수 없습니다.
ORA-07428 smsgsg: ftok()가 sga에 대한 키의 계산시 오류를 리턴했습니다.
ORA-07429 smsgsg: shmget()이 세그먼트를 얻는데 실패했습니다.
ORA-07430 smsgsg: 계산된 키와 저장된 키가 일치하지 않습니다.
ORA-07431 실패된 포크
ORA-07432 이미 자고 있는 것을 또 다시 수행할 수 없습니다.
ORA-07433 sfrnms: 미러쪽 상태 파라미터가 부적당합니다.
ORA-07434 sfgmsn: 미러쪽 상태 파라미터가 부적당합니다.
ORA-07435 부적당한 파라미터가 함수를 테스트하는데 보내졌습니다.
ORA-07440 WMON 프로세스가 오류와 함께 종료되었습니다.
ORA-07441 함수 주소는 %s 바이트 경계선에서 정렬되어야 합니다.
ORA-07442 함수 주소는 %s 에서 %s 범위에 있어야 합니다.
ORA-07443 함수 %s 가 없습니다.
ORA-07444 함수 주소 %s 은 읽기가능한 것이 아닙니다.
ORA-07445 예외 발견: 코아 덤프 [%s] [%s] [%s] [%s] [%s] [%s]
ORA-07446 sdnfy: 잘못된 %s값이 %s 파라미터에 있습니다.
ORA-07447 ssarena:  usinit 실패
ORA-07448 ssarena:  공유 영역의 최대수를 초과했습니다.
ORA-07449 sc:  usnewlock 실패
ORA-07450 sms1sg: vm_mapmem 오류, 공유메모리를 생성할 수 없습니다.
ORA-07451 sms1sg: 공유된 메모리에 틀린 번지가 첨부되었습니다.
ORA-07452 sms1sg: SGA 형질 변경에 실패했습니다.
ORA-07453 smsmat: vm_mapmem 오류, 공유메모리를 생성할 수 없습니다.
ORA-07454 smsmat: 공유된 메모리에 틀린 번지가 첨부되었습니다.
ORA-07455 smsmat: SGA 형질 변경에 실패했습니다.
ORA-07456 smsmax: 클러스터 크기를 얻을 수 없습니다.
ORA-07457 smsdes: sgadef.dbf 화일명의 해석 실패
ORA-07458 smsdes: 닫기 오류, sgadef.dbf를 닫을 수가 없습니다.
ORA-07459 smsvmfcre: sgadef.dbf 화일명의 해석 실패
ORA-07460 smsvmfcre: SGA 생성시 sgadef.dbf 화일이 이미 존재합니다.
ORA-07461 smsvmfcre: sgadef.dbf 화일의 생성 실패
ORA-07462 smsget: sgadef.dbf 화일명의 해석 오류
ORA-07463 smsget: sgadef@.dbf 화일의 열기 오류
ORA-07464 smsget: SGA 첨부 시도중 vm_mapmem 혹은 vm_allocate 오류.
ORA-07465 smsget: 공유된 메모리에 틀린 번지가 첨부되었습니다.
ORA-07466 smsget: SGA의 상속 세그먼트를 변경하는데 실패했습니다.
ORA-07467 smsget: 닫기 오류, sgadef.dbf를 닫을 수가 없습니다.
ORA-07468 spwat: mset 오류, 세마포를 설정할 수 없습니다.
ORA-07469 sppst: mclear 오류, 세마포를 소거할 수 없습니다.
ORA-07470 snclget: 클러스터 번호를 얻을 수 없습니다.
ORA-07471 snclrd: sgadef.dbf 화일명의 해석 오류
ORA-07472 snclrd: sgadef.dbf 화일의 열기 오류
ORA-07473 snclrd: sgadef.dbf 화일의 읽기 시도중 읽기 오류
ORA-07474 snclrd: 닫기 오류, sgadef.dbf 화일을 닫을 수가 없습니다.
ORA-07475 slsget: vm 통계를 얻을 수가 없습니다.
ORA-07476 slsget: 메모리의 맵(map) 통계를 얻을 수가 없습니다.
ORA-07477 scgcmn: 잠금 관리자가 초기화되지 않았습니다.
ORA-07478 scgcmn: 잠금 상태를 얻을 수가 없습니다.
ORA-07479 scgcmn: 잠금을 열거나 전환할 수 없습니다.
ORA-07480 snchmod: ?/dbs/sgalm.dbf에 대한 허가를 변경할 수 없습니다.
ORA-07481 snlmatt: 잠금 관리자 인스턴스에 첨부할 수 없습니다.
ORA-07482 snlmini: 잠금 관리자 인스턴스를 생성할 수 없습니다.
ORA-07483 snlkget: 잠금을 변환(get)할 수 없습니다.
ORA-07484 snlkput: 잠금을 변환(put)할 수 없습니다.
ORA-07485 scg_get_inst: 인스턴스 번호 잠금을 열 수 없습니다.
ORA-07486 scg_get_inst: 인스턴스 번호 잠금을 변환(get)할 수 없습니다.
ORA-07487 scg_init_lm: 잠금 관리자 인스턴스를 생성할 수 없습니다.
ORA-07488 scgrcl: 잠금 관리자가 초기화되지 않았습니다.
ORA-07489 scgrcl: 잠금 상태를 얻을 수가 없습니다.
ORA-07490 scgrcl: 잠금을 변환할 수 없습니다.
ORA-07491 scgrcl: 잠금 요구를 취소할 수 없습니다.
ORA-07492 scgrcl: 잠금을 닫을 수 없습니다.
ORA-07493 scgrcl: 잠금 매니져 오류
ORA-07494 scgcm: 예기치못한 오류
ORA-07495 spwat: lm_wait 실패
ORA-07496 sppst: lm_post 실패
ORA-07497 sdpri: 추적화일 %s를 생성할 수 없음; 오류번호 = %s
ORA-07498 spstp: /dev/resched를 열 수 없습니다.
ORA-07499 spglk: 재스케줄할 수 없습니다.
ORA-07500 scglaa: $cantim 예기치않은 리턴
ORA-07501 scgtoa: $deq 예기치 않은 리턴
ORA-07502 scgcmn: $enq 예기치 않은 리턴
ORA-07503 scgcmn: $setimr 예기치 않은 리턴
ORA-07504 scgcmn: $hiber 예기치 않은 리턴
ORA-07505 scggt:  $enq 부모 잠금에 예기치 않은 리턴
ORA-07506 scgrl:  lockid %s에 $deq라는 예기치 않은 리턴
ORA-07507 scgcm:  예기치 않은 잠금 상태 조건
ORA-07508 scgfal: $deq 모든 예기치 않은 리턴
ORA-07509 scgfal: $deq 부모 잠금에 예상치 못한 리턴
ORA-07510 scgbrm: lockid %s에 넘어온 $getlki가 잘못 되었습니다.
ORA-07511 sscggtl: $enq가 마스터 종료 잠금에 대해서 잘못되었습니다.
ORA-07512 sscggtl: $enq가 클라이언트 종료 잠금에 대해서 잘못되었습니다.
ORA-07513 sscgctl: $deq가 종료 잠금의 취소에서 잘못되었습니다.
ORA-07514 scgcan:  잠금을 취소할때 $deq가 잘못되었습니다.
ORA-07515 sfccf:  UIC 그룹 <= MAXSYSGROUP - 화일 작업이 허용되지 않습니다.
ORA-07516 sfccf:  $open 화일 오류
ORA-07517 sfccf:  존재하는 화일크기가 지정된 화일크기와 일치하지 않습니다.
ORA-07518 sfccf:  부적합한 화일 생성 옵션
ORA-07519 sfccf:  화일 소유 그룹 <= MAXSYSGROUP 이므로 REUSE가 허용되지 않습니다.
ORA-07520 sfccf:  부적합한 논리 블록 크기
ORA-07521 sfccf:  $create 화일 오류
ORA-07522 sfccf:  새로운 화일이 존재합니다.
ORA-07523 sfccf:  $connect 오류
ORA-07524 sfccf:  $write (zero file) 오류
ORA-07525 sfccf:  $close 오류
ORA-07526 sfifi:  부적합한 논리 블록 크기
ORA-07527 sfifi:  UIC 그룹 <= MAXSYSGROUP - 화일 작업이 허용되지 않습니다.
ORA-07528 sfifi:  $open  오류
ORA-07529 sfifi:  $close 오류
ORA-07530 sfofi:  $open 오류
ORA-07531 ssfccf:  $DISPLAY 오류
ORA-07532 sfcfi:  $dassgn 오류
ORA-07533 sfifi:  화일 소유 그룹 <= MAXSYSGROUP 이므로 화일을 열 수 없습니다.
ORA-07534 scginq: lockid %s에서 $getlki 예기치 않은 리턴
ORA-07535 sfrfb:  부적절한 논리 블록 수
ORA-07536 sfrfb:  $qio(read) 오류
ORA-07537 sfccf:  화일 소유 그룹 <= MAXSYSGROUP 이므로 화일을 생성할 수 없습니다.
ORA-07538 sfsgrow:  $qiow 실패
ORA-07539 sfqioini:  $qio 오류
ORA-07540 sfqioast: 비정상적으로 비동기 디스트 I/O에 작업이 완성되었습니다.
ORA-07541 sfifi:  길이가 영인 화일을 식별할 수 없습니다.
ORA-07542 sfccf:  화일의 최상위 버전외에는 생성-재사용을 할 수 없습니다.
ORA-07543 sfrfb:  길이가 영인 화일을 판독할 수 없습니다.
ORA-07544 sfqio: 성공적으로 비동기식 I/O가 완성되지 않았습니다.
ORA-07545 sfcmf:  $PARSE 실패 (화일명 구문)
ORA-07546 sfcmf:  새로운 화일이 존재합니다.
ORA-07547 sfcmf:  $OPEN 실패
ORA-07548 sftopn: 최대 화일수가 이미 열려 있습니다.
ORA-07549 sftopn: $OPEN 실패
ORA-07550 sftopn: $CONNECT 실패
